ride_id,agenda_day,passenger_id,booked_depart_after,booked_depart_before,pickup_time,booked_arrive_before,dropoff_time,cancelled_at,origin_id,destination_id,ride_status,total_passengers,passenger_type_ids,passenger_type_counts,passenger_types,shift_id
b484c118-7945-4aca-b5cb-2f16a6c3e40c,2025-04-01,2721662,2025-04-01 18:05,2025-04-01 18:08,2025-04-01 18:06,2025-04-01 18:13,2025-04-01 18:10,,451048bb-f8bc-4ed7-8310-249edebc0f15,d2555f15-3727-44b8-b087-b3acdb386642,COMPLETED,1,4ca36e17-cf2d-401b-ac1d-bbc308a9e18b,1,"{""4ca36e17-cf2d-401b-ac1d-bbc308a9e18b"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
baacd550-dc15-44bf-b580-aed83a55555f,2025-04-01,2721977,2025-04-02 05:30,2025-04-02 05:33,,2025-04-02 05:38,,2025-04-02 05:33,3c957d1f-c189-497f-83c3-7697e527ae18,a1afa139-ee2f-41eb-b595-8f4816100fd5,ABANDONED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",
bbaee5ba-31ab-4fa2-ac95-34a5ab3996d0,2025-04-01,2721609,2025-04-01 15:45,2025-04-01 15:50,2025-04-01 15:46,2025-04-01 16:05,2025-04-01 16:01,,a78a904a-4a44-4853-8880-cae585db0d15,30b7fc02-46d1-4439-99a7-24bf03c8f02f,COMPLETED,1,4ca36e17-cf2d-401b-ac1d-bbc308a9e18b,1,"{""4ca36e17-cf2d-401b-ac1d-bbc308a9e18b"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
bc52a2b5-e847-4f62-8e15-6a8d0e30f512,2025-04-01,2721769,2025-04-02 01:30,2025-04-02 01:33,2025-04-02 01:31,2025-04-02 01:38,2025-04-02 01:36,,67c891d7-9bb6-4be2-9560-7b3440000eab,71402b52-cd8a-409e-b695-31e158afea6a,COMPLETED,1,4ca36e17-cf2d-401b-ac1d-bbc308a9e18b,1,"{""4ca36e17-cf2d-401b-ac1d-bbc308a9e18b"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
d12aa06a-4d91-4c9c-8feb-900d605492d2,2025-04-01,2721796,2025-04-02 02:15,2025-04-02 02:20,2025-04-02 02:16,2025-04-02 02:45,2025-04-02 02:41,,3f67cb78-4721-4187-9304-fe1a12f1d17c,c3717cfb-73ee-4b2b-a135-454c853f2b7e,COMPLETED,1,4ca36e17-cf2d-401b-ac1d-bbc308a9e18b,1,"{""4ca36e17-cf2d-401b-ac1d-bbc308a9e18b"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
daf46318-102c-4080-8002-71451d6e633b,2025-04-01,2721708,2025-04-01 20:35,2025-04-01 20:40,,2025-04-01 20:54,,2025-04-01 20:41,1734983c-39b9-4ada-9680-4682ab626fd2,c3717cfb-73ee-4b2b-a135-454c853f2b7e,ABANDONED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",
dc1a965b-92b3-48e5-a06a-1aae083c349f,2025-04-01,2721899,2025-04-02 07:35,2025-04-02 07:40,2025-04-02 07:36,2025-04-02 07:50,2025-04-02 07:46,,bb4399b2-c2bd-4656-a974-1c841123198f,d94e1035-a517-46e9-a780-31c5a2d9480b,COMPLETED,1,a6beabea-3492-4cf9-9c81-86494f55ecc8,1,"{""a6beabea-3492-4cf9-9c81-86494f55ecc8"":1}",48d7ade0-5ee5-4770-984d-a42585d641d0
e751a7a9-ef2a-497f-8b64-93dfeb590292,2025-04-01,2721839,2025-04-01 23:55,2025-04-01 23:59,2025-04-01 23:56,2025-04-02 00:06,2025-04-02 00:03,,451048bb-f8bc-4ed7-8310-249edebc0f15,55216767-3bd1-43d3-8df1-461df2e65536,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
fcf1777a-8ead-4f23-ae7e-27238509dddc,2025-04-01,2721540,2025-04-01 11:55,2025-04-01 11:58,2025-04-01 11:57,2025-04-01 12:03,2025-04-01 12:01,,451048bb-f8bc-4ed7-8310-249edebc0f15,dce95ffe-989b-4cca-bb09-07e0ffb07aec,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
085b5814-e8d7-4e87-bc21-bab0e8d55fd4,2025-04-01,2721742,2025-04-02 00:40,2025-04-02 00:45,2025-04-02 00:41,2025-04-02 00:57,2025-04-02 00:53,,a19560cf-7477-4e15-855a-9ec1cb1ce36a,d2555f15-3727-44b8-b087-b3acdb386642,COMPLETED,1,4ca36e17-cf2d-401b-ac1d-bbc308a9e18b,1,"{""4ca36e17-cf2d-401b-ac1d-bbc308a9e18b"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
2110da6f-e14b-4f33-bca4-7fb468e5c6e9,2025-04-01,2721855,2025-04-02 04:15,2025-04-02 04:20,2025-04-02 04:16,2025-04-02 04:32,2025-04-02 04:28,,6e835893-0a93-4d82-ac24-768d345ee457,7319163d-71aa-4165-900f-6a71bc864b8d,COMPLETED,1,a6beabea-3492-4cf9-9c81-86494f55ecc8,1,"{""a6beabea-3492-4cf9-9c81-86494f55ecc8"":1}",42b4b99f-08b4-42f9-bec5-d00a6fffd4fa
2e91a498-07ce-431e-ab03-82613ad62808,2025-04-01,2721525,2025-04-01 11:25,2025-04-01 11:27,2025-04-01 11:26,2025-04-01 11:30,2025-04-01 11:29,,a5944e45-4804-4c25-9c0c-4e7d3af58050,1a81a612-3480-4518-8f32-d5469a24635b,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
6092392e-b30d-4a25-bd70-16f6bdc0ddc8,2025-04-01,2721814,2025-04-01 23:10,2025-04-01 23:15,2025-04-01 23:11,2025-04-01 23:25,2025-04-01 23:21,,10fa1c74-5300-4439-a411-2bcaf8c7c74d,85aa5823-c586-494f-a192-5d7d1f7d7faf,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
6421cae0-076a-4056-a886-4d78801e747e,2025-04-01,2721762,2025-04-01 21:45,2025-04-01 21:49,2025-04-01 21:57,2025-04-01 21:55,2025-04-01 22:03,,87d85aa8-2a68-4974-ba31-38d3991b3b16,38b34356-25af-4203-9534-ab9207c50371,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
67dd4256-fcdd-4b24-823d-f3f7e81e3c61,2025-04-01,2721473,2025-04-01 09:45,2025-04-01 09:50,2025-04-01 09:49,2025-04-01 09:59,2025-04-01 09:58,,92aa1afe-e627-432e-9b56-3f93cc3b2b1b,d94e1035-a517-46e9-a780-31c5a2d9480b,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
6f98f917-7684-4841-98b0-a929e403a417,2025-04-01,2721736,2025-04-01 21:15,2025-04-01 21:20,2025-04-01 21:16,2025-04-01 21:38,2025-04-01 21:42,,c13e15f2-300c-4d86-9279-f12c1fb78343,732ef4f5-b5cd-46a4-81df-f0d01df4170a,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
75ff5c91-89d9-4183-81b3-7717917d050e,2025-04-01,2721965,2025-04-02 04:55,2025-04-02 04:58,2025-04-02 04:57,2025-04-02 05:03,2025-04-02 05:02,,cf75f513-e934-455c-a2fd-5f9609a75cbd,a3107935-39ba-4131-91ac-b40969f4fa58,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
7677d35f-c521-4a8a-a9ca-959d711b0299,2025-04-01,2721448,2025-04-01 08:25,2025-04-01 08:30,2025-04-01 08:31,2025-04-01 08:41,2025-04-01 08:42,,e289427e-8a40-4641-b6b0-72ad2d3e19c1,b3720831-32ff-4f4a-93d3-c4d73272e225,COMPLETED,1,4ca36e17-cf2d-401b-ac1d-bbc308a9e18b,1,"{""4ca36e17-cf2d-401b-ac1d-bbc308a9e18b"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
a96b4f8e-f96d-4805-b6c8-1814fbfe4158,2025-04-01,2721475,2025-04-01 10:45,2025-04-01 10:50,2025-04-01 10:46,2025-04-01 11:02,2025-04-01 10:58,,4a41415a-bee3-429c-96bd-98c17f49be24,a3107935-39ba-4131-91ac-b40969f4fa58,COMPLETED,1,4ca36e17-cf2d-401b-ac1d-bbc308a9e18b,1,"{""4ca36e17-cf2d-401b-ac1d-bbc308a9e18b"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
b0cb7191-6fb8-417b-aaf6-985c5d9ae6e9,2025-04-01,2721565,2025-04-01 13:35,2025-04-01 13:40,2025-04-01 13:36,2025-04-01 13:47,2025-04-01 13:43,,ded3a802-3c88-4546-980e-5c8b4d90c41a,c4a8f762-4a58-4dc3-9d3c-f7a1c1b752d8,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
bd563f47-ba4c-4dd3-841f-37d210619273,2025-04-01,2721447,2025-04-01 09:10,2025-04-01 09:15,2025-04-01 09:18,2025-04-01 09:25,2025-04-01 09:28,,abc1ac8b-4531-40f2-b977-0c7952fa2771,c3717cfb-73ee-4b2b-a135-454c853f2b7e,COMPLETED,1,a6beabea-3492-4cf9-9c81-86494f55ecc8,1,"{""a6beabea-3492-4cf9-9c81-86494f55ecc8"":1}",42b4b99f-08b4-42f9-bec5-d00a6fffd4fa
c41d5afa-9026-466c-a0ff-87d9bd31bfbd,2025-04-01,2721723,2025-04-01 20:55,2025-04-01 21:00,2025-04-01 20:56,2025-04-01 21:23,2025-04-01 21:32,,3f67cb78-4721-4187-9304-fe1a12f1d17c,1dde3c97-21e1-4055-9a7d-a70c415402b0,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
ca7643b8-373c-4c95-bf09-21f2c26007ba,2025-04-01,2721538,2025-04-01 13:30,2025-04-01 13:35,2025-04-01 13:31,2025-04-01 13:49,2025-04-01 13:45,,4367461c-f068-4b1f-b6af-d0954cdf9a65,5c9cb745-3109-4f6f-b5f1-2479d24918a2,COMPLETED,1,a6beabea-3492-4cf9-9c81-86494f55ecc8,1,"{""a6beabea-3492-4cf9-9c81-86494f55ecc8"":1}",42b4b99f-08b4-42f9-bec5-d00a6fffd4fa
df10ac53-eca1-4700-9a54-d1b40c23308b,2025-04-01,2721556,2025-04-01 15:15,2025-04-01 15:18,2025-04-01 15:30,2025-04-01 15:22,2025-04-01 15:34,,ee3b479a-b9cc-4cbb-b56d-feee366405de,737a06d5-ec1f-4f36-b179-563aed3d9554,COMPLETED,1,4ca36e17-cf2d-401b-ac1d-bbc308a9e18b,1,"{""4ca36e17-cf2d-401b-ac1d-bbc308a9e18b"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
ec610f93-45f5-453c-a7a7-d5ccf0510523,2025-04-01,2721644,2025-04-01 17:25,2025-04-01 17:28,2025-04-01 17:26,2025-04-01 17:33,2025-04-01 17:31,,2a4a2536-73b4-4dd1-87d3-8bc0164ec42a,c49f91a6-3cc5-48ed-988d-bbe808bb6bbf,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",5722b4ad-c948-4c66-b39e-afaabea0867e
f219933b-9284-45c0-8732-d6aa3788f72f,2025-04-01,2721941,2025-04-02 04:20,2025-04-02 04:22,,2025-04-02 04:26,,2025-04-02 04:23,f8f97f4e-ddd3-49f0-95ce-aac24bc50208,7831ba44-a9fd-4df2-8ca8-f4c8a67574e8,ABANDONED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",
1683a189-58ff-4af2-aba3-405c8a055ce0,2025-04-02,2722070,2025-04-02 17:50,2025-04-02 17:55,2025-04-02 17:51,2025-04-02 18:08,2025-04-02 18:05,,4a41415a-bee3-429c-96bd-98c17f49be24,cd7fcd63-54fa-49ba-974c-52eda4bb591d,COMPLETED,1,a6beabea-3492-4cf9-9c81-86494f55ecc8,1,"{""a6beabea-3492-4cf9-9c81-86494f55ecc8"":1}",a17b9f41-53db-4129-ad05-19826aed220b
1a3bc06c-8162-4b24-ae23-4e570e630029,2025-04-02,2722470,2025-04-03 03:05,2025-04-03 03:10,2025-04-03 03:06,2025-04-03 03:22,2025-04-03 03:19,,d0145e91-3962-4cae-b796-20c5c7869498,0adbbd95-85aa-47d0-9fbd-c9307775a294,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",4c9ee323-3ff6-49e5-913f-e0c792891ad8
202e7ff7-e33b-48e2-8c3f-9e25fa72fe71,2025-04-02,2722252,2025-04-03 00:15,2025-04-03 00:20,2025-04-03 00:16,2025-04-03 00:34,2025-04-03 00:31,,0eb42ee5-0bc6-4050-8f19-157b57f772c7,29e06005-54f4-44de-8b1e-e52360c609ff,COMPLETED,1,a6beabea-3492-4cf9-9c81-86494f55ecc8,1,"{""a6beabea-3492-4cf9-9c81-86494f55ecc8"":1}",c76db02f-c0bd-4fb1-85fd-863f006d6233
21b3412b-ef64-43a1-aedf-c9b674e365aa,2025-04-02,2722431,2025-04-03 01:40,2025-04-03 01:42,2025-04-03 01:41,2025-04-03 01:46,2025-04-03 01:45,,8cfeb99e-6e9a-4d5c-a82d-5c9ade82d862,11faf3b9-cfc6-4452-8f07-68b5f5a7799b,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",4c9ee323-3ff6-49e5-913f-e0c792891ad8
21e3fd2e-da3d-46dd-aa8e-7eaf925f43af,2025-04-02,2722522,2025-04-03 06:25,2025-04-03 06:30,2025-04-03 06:26,2025-04-03 06:40,2025-04-03 06:37,,6e835893-0a93-4d82-ac24-768d345ee457,64e468fa-034e-4834-be80-fd4bdb5f5398,COMPLETED,1,a6beabea-3492-4cf9-9c81-86494f55ecc8,1,"{""a6beabea-3492-4cf9-9c81-86494f55ecc8"":1}",a17b9f41-53db-4129-ad05-19826aed220b
34faa33e-3df9-484c-af0d-1773002ecbea,2025-04-02,2722571,2025-04-03 06:10,2025-04-03 06:11,2025-04-03 06:14,2025-04-03 06:15,2025-04-03 06:16,,4ba0977f-a488-4c6c-b4da-43c72544958e,25232309-d5a9-4b78-a026-725f5711eddd,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",4c9ee323-3ff6-49e5-913f-e0c792891ad8
3f2d779f-07d6-420a-92db-de00675a9a31,2025-04-02,2722025,2025-04-02 08:25,2025-04-02 08:30,,2025-04-02 08:40,,2025-04-02 08:42,abc1ac8b-4531-40f2-b977-0c7952fa2771,d33bd2e2-ab24-43ec-882f-3605d1955c8a,ABANDONED,1,4ca36e17-cf2d-401b-ac1d-bbc308a9e18b,1,"{""4ca36e17-cf2d-401b-ac1d-bbc308a9e18b"":1}",
5a79face-45a9-4d5b-95bb-b9264c5d19a7,2025-04-02,2722261,2025-04-02 20:00,2025-04-02 20:05,,2025-04-02 20:21,,2025-04-02 20:06,a19560cf-7477-4e15-855a-9ec1cb1ce36a,a9ee9210-b783-4dcc-86d2-fa33e3782434,ABANDONED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",
5dc8dd69-8f73-4892-ba63-2a708e37bb55,2025-04-02,2722161,2025-04-02 22:45,2025-04-02 22:50,2025-04-02 22:48,2025-04-02 23:02,2025-04-02 23:00,,4367461c-f068-4b1f-b6af-d0954cdf9a65,ff647af5-155e-4286-8350-3ff063114326,COMPLETED,1,a6beabea-3492-4cf9-9c81-86494f55ecc8,1,"{""a6beabea-3492-4cf9-9c81-86494f55ecc8"":1}",c76db02f-c0bd-4fb1-85fd-863f006d6233
659f4424-1934-4f07-afed-16db510ac973,2025-04-02,2722170,2025-04-02 15:50,2025-04-02 15:55,2025-04-02 15:53,2025-04-02 16:06,2025-04-02 16:04,,bb4399b2-c2bd-4656-a974-1c841123198f,47c632b1-b201-472a-bf7c-22a9dec6eddb,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",4c9ee323-3ff6-49e5-913f-e0c792891ad8
7166f8a9-95d2-4374-97a7-ea9f45f96041,2025-04-02,2722565,2025-04-03 06:50,2025-04-03 06:55,2025-04-03 06:51,2025-04-03 07:07,2025-04-03 07:03,,bb4399b2-c2bd-4656-a974-1c841123198f,2f068367-9862-4b1e-9ba0-fe40761355ba,COMPLETED,1,a6beabea-3492-4cf9-9c81-86494f55ecc8,1,"{""a6beabea-3492-4cf9-9c81-86494f55ecc8"":1}",a17b9f41-53db-4129-ad05-19826aed220b
78bd16ab-0274-4e47-a551-6c85e525ddd3,2025-04-02,2722366,2025-04-02 23:00,2025-04-02 23:05,2025-04-02 23:01,2025-04-02 23:17,2025-04-02 23:13,,96a1ec3f-5dbd-43ac-b223-785587395afa,566bc9ba-3dca-4b03-9037-a957c697f540,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",4c9ee323-3ff6-49e5-913f-e0c792891ad8
90a034e0-7e0b-4716-87fc-15d6a5029b35,2025-04-02,2722234,2025-04-02 19:40,2025-04-02 19:44,,2025-04-02 19:50,,2025-04-02 19:45,5819cf6a-6750-49d5-926b-339c9e42a694,e018ef73-899b-41c5-a467-773a99cf7f7d,ABANDONED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",
9b8a658b-b728-4481-970a-aa07b09c6875,2025-04-02,2722327,2025-04-02 21:50,2025-04-02 21:53,2025-04-02 21:51,2025-04-02 21:57,2025-04-02 21:55,,d9da1162-545d-42eb-bd46-dea035e6203c,d27c14fa-89c5-425b-a6fb-b30a306c94e4,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",4c9ee323-3ff6-49e5-913f-e0c792891ad8
bea1607d-6a3a-467f-abb9-ec53833200b4,2025-04-02,2722133,2025-04-02 13:00,2025-04-02 13:03,2025-04-02 13:01,2025-04-02 13:07,2025-04-02 13:05,,8b96d3e6-2c9d-4df2-a7ff-a2c4fff7b45e,5865e531-0092-46eb-9c8e-e1ac8d2bd60c,COMPLETED,1,4ca36e17-cf2d-401b-ac1d-bbc308a9e18b,1,"{""4ca36e17-cf2d-401b-ac1d-bbc308a9e18b"":1}",4c9ee323-3ff6-49e5-913f-e0c792891ad8
c7caafc7-4cd4-463c-bdaa-369b851600d8,2025-04-02,2722195,2025-04-02 16:20,2025-04-02 16:24,,2025-04-02 16:31,,2025-04-02 16:25,0f8ec00c-6219-4fbb-9588-9fbd0a0266f8,f9b58d12-ebf5-4781-92cc-a0789f076e37,ABANDONED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",
cd21a032-0fbb-4258-8cfd-9c764e97f9b8,2025-04-02,2722339,2025-04-02 22:40,2025-04-02 22:45,2025-04-02 22:41,2025-04-02 22:55,2025-04-02 22:52,,184027af-680d-4f63-9292-5812b72a3afb,3ce17cf9-d3d0-4974-a5b1-42660001820c,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",4c9ee323-3ff6-49e5-913f-e0c792891ad8
d7eeb092-5212-4b16-978d-0874c6d6d85f,2025-04-02,2722051,2025-04-02 10:05,2025-04-02 10:10,2025-04-02 10:06,2025-04-02 10:30,2025-04-02 10:26,,4367461c-f068-4b1f-b6af-d0954cdf9a65,1bc01f14-5faf-4e67-9b09-f40af0ef6b93,COMPLETED,1,970f7f71-8615-41b5-91bf-e7ca0df96a6e,1,"{""970f7f71-8615-41b5-91bf-e7ca0df96a6e"":1}",4c9ee323-3ff6-49e5-913f-e0c792891ad8
f20c930e-d745-4114-96d0-f5aed848842e,2025-04-02,2722346,2025-04-02 22:40,2025-04-02 22:43,,2025-04-02 22:47,,2025-04-02 22:44,afa994c2-e9df-476c-b51e-d444f360e916,e1265143-5d61-41e0-b4e2-7030f0842b26,ABANDONED,1,4ca36e17-cf2d-401b-ac1d-bbc308a9e18b,1,"{""4ca36e17-cf2d-401b-ac1d-bbc308a9e18b"":1}",
06b0d8c3-b847-4cb5-8a62-82c349594680,2025-04-02,2722478,2025-04-03 05:50,2025-04-03 05:55,2025-04-03 05:51,2025-04-03 06:03,2025-04-03 05:59,,c1de5245-b5fd-4c8a-9943-0906fea2f668,e9c00a15-10ae-48ef-9a34-2d6ca2c86d0a,COMPLETED,1,a6beabea-3492-4cf9-9c81-86494f55ecc8,1,"{""a6beabea-3492-4cf9-9c81-86494f55ecc8"":1}",c76db02f-c0bd-4fb1-85fd-863f006d6233
